Date,Open,High,Mid,Low,Close,Adj Close,Volume
2020-11-18 09:30:00,1.8700000047683716,1.8799999952316284,1.8650500178337097,1.850100040435791,1.875499963760376,1.875499963760376,154464
2020-11-18 09:35:00,1.8700000047683716,1.8899999856948853,1.8799999952316284,1.8700000047683716,1.8867000341415405,1.8867000341415405,52543
2020-11-18 09:40:00,1.8898999691009521,1.899999976158142,1.8905999660491943,1.8811999559402466,1.8811999559402466,1.8811999559402466,53469
2020-11-18 09:45:00,1.8899999856948853,1.8899999856948853,1.8799999952316284,1.8700000047683716,1.875,1.875,56192
2020-11-18 09:50:00,1.8799999952316284,1.8799999952316284,1.8700000047683716,1.8600000143051147,1.8600000143051147,1.8600000143051147,26120
2020-11-18 09:55:00,1.8650000095367432,1.8700000047683716,1.8616999983787537,1.8533999919891357,1.8533999919891357,1.8533999919891357,74652
2020-11-18 10:00:00,1.850000023841858,1.8650000095367432,1.8575000166893005,1.850000023841858,1.8600000143051147,1.8600000143051147,30024
2020-11-18 10:05:00,1.8600000143051147,1.8650000095367432,1.862500011920929,1.8600000143051147,1.8600000143051147,1.8600000143051147,8796
2020-11-18 10:10:00,1.8650000095367432,1.8688000440597534,1.8594000339508057,1.850000023841858,1.8522000312805176,1.8522000312805176,51266
2020-11-18 10:15:00,1.8550000190734863,1.8600000143051147,1.8525000214576721,1.8450000286102295,1.850000023841858,1.850000023841858,58013
2020-11-18 10:20:00,1.8550000190734863,1.8600000143051147,1.8551000356674194,1.8502000570297241,1.8550000190734863,1.8550000190734863,16864
2020-11-18 10:25:00,1.8600000143051147,1.8600000143051147,1.8550000190734863,1.850000023841858,1.850000023841858,1.850000023841858,3659
2020-11-18 10:30:00,1.8550000190734863,1.8600000143051147,1.8550000190734863,1.850000023841858,1.850000023841858,1.850000023841858,38380
2020-11-18 10:35:00,1.8550000190734863,1.8600000143051147,1.8550000190734863,1.850000023841858,1.850000023841858,1.850000023841858,22647
2020-11-18 10:40:00,1.8550000190734863,1.8550000190734863,1.8525000214576721,1.850000023841858,1.850000023841858,1.850000023841858,8712
2020-11-18 10:45:00,1.850000023841858,1.8550000190734863,1.8475000262260437,1.840000033378601,1.8489999771118164,1.8489999771118164,44926
2020-11-18 10:50:00,1.850000023841858,1.850000023841858,1.8450000286102295,1.840000033378601,1.840000033378601,1.840000033378601,6105
2020-11-18 10:55:00,1.840000033378601,1.8600000143051147,1.850000023841858,1.840000033378601,1.8600000143051147,1.8600000143051147,15890
2020-11-18 11:00:00,1.8600000143051147,1.8700000047683716,1.8605999946594238,1.851199984550476,1.8650000095367432,1.8650000095367432,83019
2020-11-18 11:05:00,1.8639999628067017,1.8700000047683716,1.8650000095367432,1.8600000143051147,1.8650000095367432,1.8650000095367432,75327
2020-11-18 11:10:00,1.8700000047683716,1.8700000047683716,1.8650000095367432,1.8600000143051147,1.8650000095367432,1.8650000095367432,19497
2020-11-18 11:15:00,1.8650000095367432,1.8657000064849854,1.86285001039505,1.8600000143051147,1.8600000143051147,1.8600000143051147,9783
2020-11-18 11:20:00,1.8600000143051147,1.868299961090088,1.8641499876976013,1.8600000143051147,1.8650000095367432,1.8650000095367432,28174
2020-11-18 11:25:00,1.8650000095367432,1.8687000274658203,1.8643500208854675,1.8600000143051147,1.8650000095367432,1.8650000095367432,28365
2020-11-18 11:30:00,1.8650000095367432,1.8700000047683716,1.8650000095367432,1.8600000143051147,1.8600000143051147,1.8600000143051147,6193
2020-11-18 11:35:00,1.8600000143051147,1.8700000047683716,1.8650000095367432,1.8600000143051147,1.8600000143051147,1.8600000143051147,9465
2020-11-18 11:40:00,1.8600000143051147,1.8799999952316284,1.8700000047683716,1.8600000143051147,1.875,1.875,203528
2020-11-18 11:45:00,1.8700000047683716,1.8799999952316284,1.875,1.8700000047683716,1.8799999952316284,1.8799999952316284,45085
2020-11-18 11:50:00,1.8799999952316284,1.8799999952316284,1.875,1.8700000047683716,1.8700000047683716,1.8700000047683716,48395
2020-11-18 11:55:00,1.8700000047683716,1.8799999952316284,1.875,1.8700000047683716,1.875,1.875,33351
2020-11-18 12:00:00,1.875,1.8799999952316284,1.875,1.8700000047683716,1.8700000047683716,1.8700000047683716,6436
2020-11-18 12:05:00,1.8701000213623047,1.8798999786376953,1.8690499663352966,1.858199954032898,1.8650000095367432,1.8650000095367432,120628
2020-11-18 12:10:00,1.8600000143051147,1.875,1.8675000071525574,1.8600000143051147,1.875,1.875,35518
2020-11-18 12:15:00,1.8700000047683716,1.8799999952316284,1.875,1.8700000047683716,1.8782999515533447,1.8782999515533447,10343
2020-11-18 12:20:00,1.8799999952316284,1.8899999856948853,1.8824999928474426,1.875,1.8849999904632568,1.8849999904632568,47421
2020-11-18 12:25:00,1.8818000555038452,1.8818000555038452,1.8784000277519226,1.875,1.8795000314712524,1.8795000314712524,19958
2020-11-18 12:30:00,1.8799999952316284,1.8799999952316284,1.875,1.8700000047683716,1.875,1.875,4537
2020-11-18 12:35:00,1.875,1.8849999904632568,1.8774999976158142,1.8700000047683716,1.8799999952316284,1.8799999952316284,61323
2020-11-18 12:40:00,1.8799999952316284,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8899999856948853,1.8899999856948853,9890
2020-11-18 12:45:00,1.8899999856948853,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8799999952316284,1.8799999952316284,56447
2020-11-18 12:50:00,1.8849999904632568,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8849999904632568,1.8849999904632568,31673
2020-11-18 12:55:00,1.8849999904632568,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8799999952316284,1.8799999952316284,35256
2020-11-18 13:00:00,1.8799999952316284,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8849999904632568,1.8849999904632568,12097
2020-11-18 13:05:00,1.8799999952316284,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8849999904632568,1.8849999904632568,10161
2020-11-18 13:10:00,1.8899999856948853,1.899999976158142,1.8899999856948853,1.8799999952316284,1.8949999809265137,1.8949999809265137,100906
2020-11-18 13:15:00,1.896399974822998,1.899999976158142,1.8949999809265137,1.8899999856948853,1.8899999856948853,1.8899999856948853,11271
2020-11-18 13:20:00,1.8899999856948853,1.899999976158142,1.8949999809265137,1.8899999856948853,1.8949999809265137,1.8949999809265137,42030
2020-11-18 13:25:00,1.8899999856948853,1.8977999687194824,1.8888999819755554,1.8799999952316284,1.8849999904632568,1.8849999904632568,37220
2020-11-18 13:30:00,1.8849999904632568,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8849999904632568,1.8849999904632568,15897
2020-11-18 13:35:00,1.8849999904632568,1.8899999856948853,1.885599970817566,1.8811999559402466,1.8849999904632568,1.8849999904632568,11844
2020-11-18 13:40:00,1.8849999904632568,1.899999976158142,1.8924999833106995,1.8849999904632568,1.8949999809265137,1.8949999809265137,34645
2020-11-18 13:45:00,1.8899999856948853,1.898300051689148,1.8941500186920166,1.8899999856948853,1.8899999856948853,1.8899999856948853,11745
2020-11-18 13:50:00,1.8899999856948853,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8849999904632568,1.8849999904632568,16911
2020-11-18 13:55:00,1.8799999952316284,1.8883999586105347,1.8841999769210815,1.8799999952316284,1.8849999904632568,1.8849999904632568,10292
2020-11-18 14:00:00,1.8799999952316284,1.8899999856948853,1.8849999904632568,1.8799999952316284,1.8899999856948853,1.8899999856948853,23443
2020-11-18 14:05:00,1.8849999904632568,1.8899999856948853,1.8851999640464783,1.8803999423980713,1.8849999904632568,1.8849999904632568,28559
2020-11-18 14:10:00,1.8899999856948853,1.899999976158142,1.8924999833106995,1.8849999904632568,1.8899999856948853,1.8899999856948853,34023
2020-11-18 14:15:00,1.8946000337600708,1.8984999656677246,1.8892499804496765,1.8799999952316284,1.8799999952316284,1.8799999952316284,24961
2020-11-18 14:20:00,1.8799999952316284,1.8824000358581543,1.8712000250816345,1.8600000143051147,1.8600000143051147,1.8600000143051147,96420
2020-11-18 14:25:00,1.8600000143051147,1.8600000143051147,1.8550000190734863,1.850000023841858,1.8513000011444092,1.8513000011444092,95626
2020-11-18 14:30:00,1.850000023841858,1.851699948310852,1.850849986076355,1.850000023841858,1.850000023841858,1.850000023841858,35016
2020-11-18 14:35:00,1.851699948310852,1.8600000143051147,1.8525000214576721,1.8450000286102295,1.8450000286102295,1.8450000286102295,51181
2020-11-18 14:40:00,1.8450000286102295,1.850000023841858,1.8450000286102295,1.840000033378601,1.8450000286102295,1.8450000286102295,19621
2020-11-18 14:45:00,1.850000023841858,1.850000023841858,1.8450000286102295,1.840000033378601,1.840000033378601,1.840000033378601,9340
2020-11-18 14:50:00,1.840000033378601,1.850000023841858,1.8450000286102295,1.840000033378601,1.8450000286102295,1.8450000286102295,15244
2020-11-18 14:55:00,1.840000033378601,1.850000023841858,1.840000033378601,1.8300000429153442,1.8300000429153442,1.8300000429153442,41387
2020-11-18 15:00:00,1.8300000429153442,1.8300000429153442,1.8250000476837158,1.8200000524520874,1.8250000476837158,1.8250000476837158,183647
2020-11-18 15:05:00,1.8200000524520874,1.8300000429153442,1.8210500478744507,1.8121000528335571,1.8250000476837158,1.8250000476837158,74575
2020-11-18 15:10:00,1.8250000476837158,1.8300000429153442,1.8250000476837158,1.8200000524520874,1.8250000476837158,1.8250000476837158,22196
2020-11-18 15:15:00,1.8250000476837158,1.8281999826431274,1.8241000175476074,1.8200000524520874,1.8250000476837158,1.8250000476837158,29505
2020-11-18 15:20:00,1.8200000524520874,1.8250000476837158,1.8200000524520874,1.815000057220459,1.8250000476837158,1.8250000476837158,81406
2020-11-18 15:25:00,1.8250000476837158,1.8250000476837158,1.8125,1.7999999523162842,1.8049999475479126,1.8049999475479126,171700
2020-11-18 15:30:00,1.8049999475479126,1.8099000453948975,1.8049499988555908,1.7999999523162842,1.7999999523162842,1.7999999523162842,51531
2020-11-18 15:35:00,1.7999999523162842,1.8049999475479126,1.7829999923706055,1.7610000371932983,1.7699999809265137,1.7699999809265137,317707
2020-11-18 15:40:00,1.7799999713897705,1.7799999713897705,1.7699999809265137,1.7599999904632568,1.7699999809265137,1.7699999809265137,193782
2020-11-18 15:45:00,1.774999976158142,1.7799999713897705,1.7724999785423279,1.7649999856948853,1.7699999809265137,1.7699999809265137,88571
2020-11-18 15:50:00,1.7699999809265137,1.7799999713897705,1.7699999809265137,1.7599999904632568,1.768399953842163,1.768399953842163,219420
2020-11-18 15:55:00,1.7649999856948853,1.7699999809265137,1.7599999904632568,1.75,1.7599999904632568,1.7599999904632568,248154
